"","n.train","prediction.class","metric.type","dataset","value","min","max","sd","class.prop"
"559",36000,"ntmaj10rel","Balanced.Accuracy","Custom",0.849016958374953,0.832588592089383,0.861314633049913,0.00609134949853363,13.3702
"560",36000,"ntmaj10rel","Balanced.Accuracy","Minimal",0.849353648860367,0.831884778701298,0.865819677742831,0.00638980100455431,13.3601
"561",36000,"ntmaj10rel","Balanced.Accuracy","Standard",0.850343235911708,0.835296197644047,0.864274336149599,0.00572615377690986,13.3107
"562",36000,"ntmaj10unknown","Balanced.Accuracy","Custom",0.503344020646461,0.499317285324163,0.508998608303383,0.00272588612940565,2.2405
"563",36000,"ntmaj10unknown","Balanced.Accuracy","Minimal",0.50265393991228,0.49924112111707,0.510392544713957,0.00255014161129732,2.2726
"564",36000,"ntmaj10unknown","Balanced.Accuracy","Standard",0.503272594738909,0.499291426257718,0.512852928782132,0.00268573221518308,2.2545
"565",36000,"Onethirdsupportgifts","Balanced.Accuracy","Custom",0.576124580248565,0.568150915215393,0.584889379850255,0.00318324623114302,101.7405
"566",36000,"Onethirdsupportgifts","Balanced.Accuracy","Minimal",0.577380479086168,0.570684895777382,0.582885299495974,0.00296084059064688,101.8396
"567",36000,"Onethirdsupportgifts","Balanced.Accuracy","Standard",0.576985429325043,0.570376167745969,0.586373826984514,0.00312144061374584,101.7904
"568",36000,"Onethirdsupportpublic","Balanced.Accuracy","Custom",0.574830591883796,0.568318833158928,0.584847350706903,0.00310668682245534,76.6105
"569",36000,"Onethirdsupportpublic","Balanced.Accuracy","Minimal",0.575158416658992,0.566087848318167,0.584830024385688,0.00360053652051015,76.7182
"570",36000,"Onethirdsupportpublic","Balanced.Accuracy","Standard",0.575411442332298,0.568617001529959,0.583786504565783,0.00302776756035246,76.6028
"571",36000,"Orgpurposeamateursports","Balanced.Accuracy","Custom",0.86489450920707,0.852100312278833,0.87861538098274,0.00520128015858265,14.6238
"572",36000,"Orgpurposeamateursports","Balanced.Accuracy","Minimal",0.864380069030568,0.853420371852024,0.875341160944845,0.00532292075282494,14.6527
"573",36000,"Orgpurposeamateursports","Balanced.Accuracy","Standard",0.865063285928704,0.850700056095453,0.87573328547396,0.00503464812750943,14.671
"574",36000,"Orgpurposecharitable","Balanced.Accuracy","Custom",0.6963222711699,0.684173381529873,0.70542154048866,0.00423701581963882,156.9894
"575",36000,"Orgpurposecharitable","Balanced.Accuracy","Minimal",0.696203676605602,0.686367929657358,0.706073807517718,0.0040362972537962,156.9507
"576",36000,"Orgpurposecharitable","Balanced.Accuracy","Standard",0.696300992351012,0.687432832278089,0.706180565842097,0.00331038970136426,156.9678
"577",36000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Custom",0.725039404223534,0.703436502577099,0.737687989832663,0.00669906197469643,11.7428
"578",36000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Minimal",0.724248352199783,0.709891495829279,0.741297520300912,0.00638335799602902,11.7177
"579",36000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Standard",0.7246827531126,0.708030534429331,0.746893141851056,0.00635795154324746,11.764
"580",36000,"Orgpurposeeducational","Balanced.Accuracy","Custom",0.685036138373806,0.67682181394483,0.692292243835751,0.00316994724651018,98.0917
"581",36000,"Orgpurposeeducational","Balanced.Accuracy","Minimal",0.686181277143839,0.680930459353355,0.695322937187164,0.00273208888412613,98.0726
